T(K),B(Oe),B(T),Cp(mu J/K)
1.4646424,23998.57,2.399857,25.717815
1.4759408,23998.57,2.399857,25.257466
1.4873179,23998.57,2.399857,24.941
1.4986949,23998.57,2.399857,24.442112
1.5100093,23998.57,2.399857,24.105278
1.5213366,23998.57,2.399857,23.724784
1.5326052,23998.57,2.399857,23.387631
1.5438798,23998.57,2.399857,23.078236
1.5550744,23998.57,2.399857,22.83453
1.566219,23998.57,2.399857,22.379797
1.5772733,23998.57,2.399857,22.223221
1.5882172,23998.57,2.399857,22.003844
1.5991171,23998.57,2.399857,21.781
1.6098345,23998.57,2.399857,21.634102
1.6205088,23998.57,2.399857,21.432453
1.631052,23998.57,2.399857,21.012169
1.6415681,23998.57,2.399857,20.73618
1.6518603,23998.57,2.399857,20.682991
1.6620997,23998.57,2.399857,20.372732
1.6722442,23998.57,2.399857,20.285738
1.682206,23998.57,2.399857,20.174341
1.692045,23998.57,2.399857,19.881439
1.7017166,23998.57,2.399857,19.602089
1.7113248,23998.57,2.399857,19.615317
1.7206511,23998.57,2.399857,19.524801
1.729844,23998.57,2.399857,19.492281
1.7389879,23998.57,2.399857,19.289336
1.7479589,23998.57,2.399857,18.928454
1.7567873,23998.57,2.399857,18.641726
1.7653903,23998.57,2.399857,18.621711
1.7739898,23998.57,2.399857,18.473894
1.7824214,23998.57,2.399857,18.506944
1.7906616,23998.57,2.399857,18.2876
1.7985946,23998.57,2.399857,18.278716
1.8064836,23998.57,2.399857,18.001599
1.8142077,23998.57,2.399857,18.233773
1.8217506,23998.57,2.399857,17.995397
1.8291388,23998.57,2.399857,17.889072
1.8363513,23998.57,2.399857,17.558747
1.8435128,23998.57,2.399857,17.586901
1.8504696,23998.57,2.399857,17.247795
1.8573231,23998.57,2.399857,17.367483
1.8638997,23998.57,2.399857,17.394043
1.8704134,23998.57,2.399857,17.322992
1.8766859,23998.57,2.399857,17.332078
1.8829191,23998.57,2.399857,17.114376
1.8888692,23998.57,2.399857,16.968462
1.8947261,23998.57,2.399857,16.937935
1.9005103,23998.57,2.399857,16.93896
1.9061247,23998.57,2.399857,16.679815
1.9116956,23998.57,2.399857,16.547122
1.9169857,23998.57,2.399857,16.332641
1.9222662,23998.57,2.399857,16.248634
1.927343,23998.57,2.399857,16.49232
1.9323342,23998.57,2.399857,16.426092
1.9370492,23998.57,2.399857,16.667033
1.9417493,23998.57,2.399857,16.199142
1.9462868,23998.57,2.399857,16.252896
1.9506771,23998.57,2.399857,16.045505
1.9550467,23998.57,2.399857,16.032065
1.9591904,23998.57,2.399857,15.873408
1.9634152,23998.57,2.399857,15.897905
1.9672724,23998.57,2.399857,15.821285
1.9711596,23998.57,2.399857,15.844067
1.9748508,23998.57,2.399857,16.097724
1.9783919,23998.57,2.399857,16.242511
1.9819165,23998.57,2.399857,16.190231
1.9852328,23998.57,2.399857,15.779116
1.9885591,23998.57,2.399857,15.765906
0.77379983,25998.051,2.5998051,16.345746
0.8210668,25998.051,2.5998051,17.872224
0.86388684,25998.051,2.5998051,19.246907
0.90322826,25998.051,2.5998051,20.519482
0.93970381,25998.051,2.5998051,21.742263
0.97369872,25998.051,2.5998051,22.965497
1.005538,25998.051,2.5998051,24.162795
1.0354936,25998.051,2.5998051,25.361026
1.063698,25998.051,2.5998051,26.560686
1.0903202,25998.051,2.5998051,27.745173
1.1154981,25998.051,2.5998051,28.939087
1.1394104,25998.051,2.5998051,30.159806
1.1620472,25998.051,2.5998051,31.464003
1.1835313,25998.051,2.5998051,32.769276
1.2039617,25998.051,2.5998051,34.109727
1.2233599,25998.051,2.5998051,35.525215
1.2417982,25998.051,2.5998051,37.02132
1.2593022,25998.051,2.5998051,38.509014
1.2760097,25998.051,2.5998051,40.090375
1.2918874,25998.051,2.5998051,41.742215
1.3069344,25998.051,2.5998051,43.542238
1.3211336,25998.051,2.5998051,45.801639
1.3347662,25998.051,2.5998051,47.676919
1.3486724,25998.051,2.5998051,46.581895
1.3633786,25998.051,2.5998051,42.372142
1.3792026,25998.051,2.5998051,37.139622
1.396485,25998.051,2.5998051,32.435686
1.4154819,25998.051,2.5998051,29.225447
1.4361514,25998.051,2.5998051,27.361423
1.4578716,25998.051,2.5998051,26.042182
1.4802218,25998.051,2.5998051,24.99151
1.5030838,25998.051,2.5998051,24.131437
1.5262943,25998.051,2.5998051,23.363354
1.5498142,25998.051,2.5998051,22.699388
1.5735379,25998.051,2.5998051,22.105324
1.5973823,25998.051,2.5998051,21.530158
1.6213383,25998.051,2.5998051,21.006174
1.6453622,25998.051,2.5998051,20.502597
1.6694032,25998.051,2.5998051,20.031303
1.6933661,25998.051,2.5998051,19.61851
1.7172451,25998.051,2.5998051,19.240289
1.7410344,25998.051,2.5998051,18.860599
1.7646299,25998.051,2.5998051,18.531918
1.7880075,25998.051,2.5998051,18.205322
1.8111557,25998.051,2.5998051,17.869064
1.834045,25998.051,2.5998051,17.594227
1.8567122,25998.051,2.5998051,17.292527
1.8789696,25998.051,2.5998051,17.027014
1.9008461,25998.051,2.5998051,16.839
1.9224097,25998.051,2.5998051,16.609226
1.9436118,25998.051,2.5998051,16.342876
1.9643784,25998.051,2.5998051,16.1556
1.9847086,25998.051,2.5998051,15.877886
2.0047129,25998.051,2.5998051,15.611309
2.0243228,25998.051,2.5998051,15.445776
2.0434765,25998.051,2.5998051,15.232767
2.0620336,25998.051,2.5998051,15.086415
2.0802669,25998.051,2.5998051,14.935565
2.0979198,25998.051,2.5998051,14.826098
2.1150878,25998.051,2.5998051,14.642784
2.1317791,25998.051,2.5998051,14.495389
2.1479269,25998.051,2.5998051,14.312295
2.1637288,25998.051,2.5998051,14.185469
2.1790362,25998.051,2.5998051,13.938739
2.1938144,25998.051,2.5998051,13.875147
2.2082277,25998.051,2.5998051,13.63858
2.2221309,25998.051,2.5998051,13.51099
2.2355367,25998.051,2.5998051,13.473384
2.2484352,25998.051,2.5998051,13.421425
2.2607958,25998.051,2.5998051,13.303254
2.2728332,25998.051,2.5998051,13.292294
2.2843232,25998.051,2.5998051,13.052904
2.2954604,25998.051,2.5998051,12.835045
2.3061602,25998.051,2.5998051,12.747787
2.316494,25998.051,2.5998051,12.628406
2.3264349,25998.051,2.5998051,12.555778
2.3359208,25998.051,2.5998051,12.556809
2.345011,25998.051,2.5998051,12.448644
2.3537089,25998.051,2.5998051,12.289088
2.3621877,25998.051,2.5998051,12.09806
2.3702785,25998.051,2.5998051,11.880513
2.3781315,25998.051,2.5998051,11.56549
2.3856686,25998.051,2.5998051,11.466978
2.3928474,25998.051,2.5998051,11.428536
2.3997438,25998.051,2.5998051,11.425901
2.4063697,25998.051,2.5998051,11.183128
2.4126455,25998.051,2.5998051,11.148674
2.4185537,25998.051,2.5998051,10.9767
2.4242565,25998.051,2.5998051,10.867017
2.42967,25998.051,2.5998051,10.924434
2.4349487,25998.051,2.5998051,10.695687
2.4398009,25998.051,2.5998051,10.472832
2.4444673,25998.051,2.5998051,10.434267
2.4489988,25998.051,2.5998051,10.208713
2.4532176,25998.051,2.5998051,10.178149
2.4574653,25998.051,2.5998051,9.8429641
2.4612702,25998.051,2.5998051,9.5549073
2.4649679,25998.051,2.5998051,9.4855426
2.4685875,25998.051,2.5998051,9.3478891
2.4719807,25998.051,2.5998051,8.9848403
2.4752652,25998.051,2.5998051,9.0442455
2.4782587,25998.051,2.5998051,8.5009849
2.4813543,25998.051,2.5998051,7.9567745
2.4843037,25998.051,2.5998051,7.6947584
2.4869736,25998.051,2.5998051,7.600293
2.4895724,25998.051,2.5998051,7.2731532
2.492158,25998.051,2.5998051,6.9670072
2.4945619,25998.051,2.5998051,6.8021011
2.4967078,25998.051,2.5998051,6.4183691
2.4989,25998.051,2.5998051,5.7282533
2.5009949,25998.051,2.5998051,5.6182948
2.5029948,25998.051,2.5998051,5.1831864
2.5047698,25998.051,2.5998051,4.8431312
2.506621,25998.051,2.5998051,4.2273125
2.5083533,25998.051,2.5998051,3.952083
2.5097752,25998.051,2.5998051,3.6893668
2.511226,25998.051,2.5998051,3.4429574
2.512473,25998.051,2.5998051,3.122215
2.5138825,25998.051,2.5998051,2.3824892
2.5150287,25998.051,2.5998051,1.648971
2.5162257,25998.051,2.5998051,0.95655552
2.5174335,25998.051,2.5998051,0.37347835
0.61127344,500.31,0.050031,13.097629
0.63911595,500.31,0.050031,14.4091
0.66425994,500.31,0.050031,15.509932
0.68741978,500.31,0.050031,16.434143
0.70906119,500.31,0.050031,17.236252
0.72946718,500.31,0.050031,17.979473
0.74881021,500.31,0.050031,18.70883
0.76720056,500.31,0.050031,19.453286
0.78471998,500.31,0.050031,20.193062
0.80144458,500.31,0.050031,20.916817
0.81742408,500.31,0.050031,21.621794
0.83272609,500.31,0.050031,22.307442
0.84739593,500.31,0.050031,22.999316
0.86148792,500.31,0.050031,23.708829
0.87501697,500.31,0.050031,24.445677
0.8880172,500.31,0.050031,25.178476
0.90053007,500.31,0.050031,25.907862
0.91257416,500.31,0.050031,26.624677
0.92418969,500.31,0.050031,27.33419
0.93538446,500.31,0.050031,28.050683
0.94620695,500.31,0.050031,28.771182
0.95666258,500.31,0.050031,29.505158
0.96676733,500.31,0.050031,30.23611
0.97653864,500.31,0.050031,30.986654
0.98597197,500.31,0.050031,31.783378
0.99509608,500.31,0.050031,32.647477
1.0039228,500.31,0.050031,33.472108
1.0124619,500.31,0.050031,34.306557
1.0207128,500.31,0.050031,35.16516
1.0286858,500.31,0.050031,36.048552
1.0364115,500.31,0.050031,36.98561
1.0438781,500.31,0.050031,38.04114
1.0510835,500.31,0.050031,39.094981
1.0580471,500.31,0.050031,40.133809
1.064773,500.31,0.050031,41.256092
1.0712685,500.31,0.050031,42.461742
1.0775196,500.31,0.050031,43.745431
1.0835549,500.31,0.050031,45.13067
1.0893545,500.31,0.050031,46.706687
1.0949023,500.31,0.050031,48.492222
1.1002041,500.31,0.050031,50.565263
1.1052353,500.31,0.050031,53.072701
1.1099872,500.31,0.050031,56.226843
1.1144342,500.31,0.050031,59.912777
1.1186206,500.31,0.050031,63.701083
1.1226056,500.31,0.050031,66.788254
1.1265052,500.31,0.050031,67.317362
1.1305058,500.31,0.050031,64.000766
1.1347141,500.31,0.050031,58.555521
1.1391976,500.31,0.050031,53.312292
1.1439815,500.31,0.050031,49.23204
1.1490479,500.31,0.050031,46.82912
1.1543491,500.31,0.050031,45.56665
1.1597322,500.31,0.050031,44.881659
1.1651564,500.31,0.050031,44.371799
1.170599,500.31,0.050031,44.024947
1.1760358,500.31,0.050031,43.76332
1.1814885,500.31,0.050031,43.534206
1.1869087,500.31,0.050031,43.25921
1.192291,500.31,0.050031,43.306246
1.1976555,500.31,0.050031,43.243068
1.2029604,500.31,0.050031,43.412758
1.2082468,500.31,0.050031,43.474208
1.2134854,500.31,0.050031,43.327281
1.218681,500.31,0.050031,43.15152
1.2238317,500.31,0.050031,43.374146
1.228923,500.31,0.050031,43.424631
1.2339845,500.31,0.050031,43.753983
1.2389681,500.31,0.050031,44.025865
1.2438667,500.31,0.050031,44.31947
1.2486945,500.31,0.050031,44.554246
1.2534856,500.31,0.050031,44.85971
1.2581771,500.31,0.050031,45.301109
1.2627836,500.31,0.050031,45.795502
1.2673059,500.31,0.050031,46.334247
1.2717377,500.31,0.050031,47.138111
1.2760613,500.31,0.050031,48.102914
1.2803114,500.31,0.050031,48.434998
1.2846062,500.31,0.050031,47.712355
1.2890326,500.31,0.050031,45.454868
1.2936724,500.31,0.050031,42.0537
1.2985746,500.31,0.050031,38.650695
1.303784,500.31,0.050031,35.939405
1.3092657,500.31,0.050031,34.11181
1.314971,500.31,0.050031,32.891141
1.3208285,500.31,0.050031,31.998996
1.3267613,500.31,0.050031,31.275538
1.332773,500.31,0.050031,30.598425
1.3388245,500.31,0.050031,30.007143
1.3448997,500.31,0.050031,29.620627
1.3510155,500.31,0.050031,29.161913
1.3571436,500.31,0.050031,28.702317
1.3632866,500.31,0.050031,28.323639
1.3694096,500.31,0.050031,27.952716
1.3755401,500.31,0.050031,27.577897
1.3816985,500.31,0.050031,27.269988
1.3878067,500.31,0.050031,27.000216
1.3938905,500.31,0.050031,26.740743
1.3999543,500.31,0.050031,26.487388
1.4060173,500.31,0.050031,26.226953
1.4120422,500.31,0.050031,25.976408
1.418026,500.31,0.050031,25.643377
1.4239922,500.31,0.050031,25.409961
1.4299255,500.31,0.050031,25.225772
1.4358123,500.31,0.050031,25.101485
1.4416558,500.31,0.050031,24.873819
1.4474633,500.31,0.050031,24.662034
1.4532274,500.31,0.050031,24.418387
1.4589345,500.31,0.050031,24.254193
1.4645903,500.31,0.050031,24.116238
1.4702136,500.31,0.050031,23.988279
1.4757725,500.31,0.050031,23.830801
1.4812984,500.31,0.050031,23.576847
1.4867419,500.31,0.050031,23.406274
1.4921474,500.31,0.050031,23.276535
1.4974878,500.31,0.050031,23.235261
1.502785,500.31,0.050031,23.064921
1.5080142,500.31,0.050031,22.970447
1.513179,500.31,0.050031,22.697968
1.5182997,500.31,0.050031,22.566978
1.5233538,500.31,0.050031,22.443551
1.5283398,500.31,0.050031,22.485785
1.5332534,500.31,0.050031,22.362616
0.69122554,999.895,0.0999895,17.344103
0.73537398,999.895,0.0999895,19.275144
0.77457459,999.895,0.0999895,20.945817
0.81019636,999.895,0.0999895,22.545466
0.84289557,999.895,0.0999895,24.150424
0.87306856,999.895,0.0999895,25.748955
0.90104771,999.895,0.0999895,27.357617
0.92709124,999.895,0.0999895,29.003022
0.95136791,999.895,0.0999895,30.68178
0.97404173,999.895,0.0999895,32.437797
0.99526332,999.895,0.0999895,34.293001
1.0151014,999.895,0.0999895,36.302716
1.0336507,999.895,0.0999895,38.46237
1.0509626,999.895,0.0999895,40.826794
1.0670283,999.895,0.0999895,43.617505
1.0818641,999.895,0.0999895,47.016229
1.0953688,999.895,0.0999895,51.453579
1.1076094,999.895,0.0999895,57.0756
1.1191776,999.895,0.0999895,60.85357
1.1305594,999.895,0.0999895,60.343662
1.1420639,999.895,0.0999895,56.530235
1.1539369,999.895,0.0999895,51.529554
1.1664807,999.895,0.0999895,47.608428
1.1798027,999.895,0.0999895,45.926882
1.1934424,999.895,0.0999895,45.42167
1.207117,999.895,0.0999895,45.235049
1.2207206,999.895,0.0999895,45.280168
1.2341276,999.895,0.0999895,45.58295
1.2472144,999.895,0.0999895,46.227108
1.2599531,999.895,0.0999895,47.27248
1.2728007,999.895,0.0999895,47.096251
1.2861325,999.895,0.0999895,44.632742
1.3002134,999.895,0.0999895,40.547423
1.3152207,999.895,0.0999895,36.297655
1.3314084,999.895,0.0999895,32.775818
1.3488868,999.895,0.0999895,30.544894
1.3672815,999.895,0.0999895,29.090888
1.3862626,999.895,0.0999895,27.981552
1.4056897,999.895,0.0999895,26.975337
1.4254844,999.895,0.0999895,26.106097
1.4454962,999.895,0.0999895,25.31826
1.465763,999.895,0.0999895,24.555909
1.4862018,999.895,0.0999895,23.904423
1.5067822,999.895,0.0999895,23.324204
1.5273755,999.895,0.0999895,22.801459
1.5480294,999.895,0.0999895,22.266353
1.5687522,999.895,0.0999895,21.75532
1.5894021,999.895,0.0999895,21.256626
1.6100908,999.895,0.0999895,20.730909
1.6306448,999.895,0.0999895,20.297584
1.6512136,999.895,0.0999895,19.870625
1.6715683,999.895,0.0999895,19.532457
1.6917919,999.895,0.0999895,19.142278
1.7119553,999.895,0.0999895,18.727774
1.7318104,999.895,0.0999895,18.339386
1.7515277,999.895,0.0999895,18.0249
1.7709543,999.895,0.0999895,17.669205
1.7901917,999.895,0.0999895,17.418223
1.8091152,999.895,0.0999895,17.161819
1.8277331,999.895,0.0999895,16.783417
1.8461039,999.895,0.0999895,16.474879
1.8641552,999.895,0.0999895,16.179014
1.8819433,999.895,0.0999895,15.842771
1.8994779,999.895,0.0999895,15.508328
1.9166048,999.895,0.0999895,15.29727
1.9334144,999.895,0.0999895,14.989191
1.9498974,999.895,0.0999895,14.711553
1.9661061,999.895,0.0999895,14.418401
1.9818395,999.895,0.0999895,14.177856
1.9971271,999.895,0.0999895,13.926691
2.012179,999.895,0.0999895,13.727104
2.0267753,999.895,0.0999895,13.488224
2.0410626,999.895,0.0999895,13.184311
2.0549045,999.895,0.0999895,12.831918
2.0685137,999.895,0.0999895,12.487646
2.0817506,999.895,0.0999895,12.248375
2.0945962,999.895,0.0999895,11.987279
2.1070995,999.895,0.0999895,11.762085
2.119188,999.895,0.0999895,11.484886
2.1310141,999.895,0.0999895,11.157621
2.1422849,999.895,0.0999895,10.915173
2.1532612,999.895,0.0999895,10.680536
2.163918,999.895,0.0999895,10.388546
2.1741654,999.895,0.0999895,10.151329
2.1842558,999.895,0.0999895,9.7022656
2.1938736,999.895,0.0999895,9.2513738
2.2033819,999.895,0.0999895,8.8656755
2.2124237,999.895,0.0999895,8.6410009
2.2213457,999.895,0.0999895,8.1759155
2.2298321,999.895,0.0999895,8.0243555
2.2378292,999.895,0.0999895,7.6949736
2.2456256,999.895,0.0999895,7.3635829
2.2532578,999.895,0.0999895,6.755114
2.2606986,999.895,0.0999895,6.3657203
2.2676123,999.895,0.0999895,5.8242065
2.2743837,999.895,0.0999895,5.5043958
2.2809389,999.895,0.0999895,5.1580535
2.2872372,999.895,0.0999895,4.7715542
2.2931172,999.895,0.0999895,4.2071344
2.2988815,999.895,0.0999895,3.6054786
2.3044386,999.895,0.0999895,3.0342303
2.3098408,999.895,0.0999895,2.5090741
2.3149499,999.895,0.0999895,1.9781813
2.3199324,999.895,0.0999895,1.3651629
2.3246767,999.895,0.0999895,0.74128559
2.3290842,999.895,0.0999895,0.098239494
0.71982507,1499.805,0.1499805,19.185565
0.76784648,1499.805,0.1499805,21.361186
0.81030898,1499.805,0.1499805,23.31507
0.84871686,1499.805,0.1499805,25.224783
0.88376191,1499.805,0.1499805,27.122209
0.91592777,1499.805,0.1499805,29.049997
0.94556696,1499.805,0.1499805,31.077303
0.97295335,1499.805,0.1499805,33.134754
0.99827286,1499.805,0.1499805,35.40093
1.0216802,1499.805,0.1499805,37.869597
1.04325,1499.805,0.1499805,40.669199
1.0630706,1499.805,0.1499805,43.908984
1.0810704,1499.805,0.1499805,48.127566
1.097139,1499.805,0.1499805,53.695233
1.1120453,1499.805,0.1499805,58.585205
1.1264466,1499.805,0.1499805,59.884295
1.1407546,1499.805,0.1499805,57.413988
1.1552635,1499.805,0.1499805,52.843422
1.170419,1499.805,0.1499805,48.614398
1.1865008,1499.805,0.1499805,46.631807
1.2030317,1499.805,0.1499805,46.074008
1.2195627,1499.805,0.1499805,46.035353
1.2358261,1499.805,0.1499805,46.563675
1.2517087,1499.805,0.1499805,47.554383
1.2676557,1499.805,0.1499805,47.210552
1.2842358,1499.805,0.1499805,44.681309
1.3018491,1499.805,0.1499805,40.516858
1.3206391,1499.805,0.1499805,36.112289
1.3409456,1499.805,0.1499805,32.442127
1.3629554,1499.805,0.1499805,30.00046
1.386267,1499.805,0.1499805,28.33908
1.4104711,1499.805,0.1499805,27.049727
1.4352385,1499.805,0.1499805,25.946094
1.4605185,1499.805,0.1499805,25.022099
1.4861578,1499.805,0.1499805,24.197275
1.512134,1499.805,0.1499805,23.398115
1.5383428,1499.805,0.1499805,22.65708
1.564727,1499.805,0.1499805,21.936606
1.5912798,1499.805,0.1499805,21.263156
1.6178458,1499.805,0.1499805,20.697367
1.6445947,1499.805,0.1499805,20.078492
1.6711191,1499.805,0.1499805,19.6022
1.697656,1499.805,0.1499805,19.083659
1.7241371,1499.805,0.1499805,18.53736
1.7503113,1499.805,0.1499805,18.093444
1.7766021,1499.805,0.1499805,17.560602
1.8023548,1499.805,0.1499805,17.090067
1.8280876,1499.805,0.1499805,16.69627
1.8534496,1499.805,0.1499805,16.288065
1.8784021,1499.805,0.1499805,15.86539
1.9031209,1499.805,0.1499805,15.557356
1.9273025,1499.805,0.1499805,15.062332
1.9512275,1499.805,0.1499805,14.704976
1.9746178,1499.805,0.1499805,14.337807
1.9975557,1499.805,0.1499805,13.975694
2.0201598,1499.805,0.1499805,13.562232
2.0421888,1499.805,0.1499805,13.245693
2.0638076,1499.805,0.1499805,12.792246
2.0849353,1499.805,0.1499805,12.383538
2.1054728,1499.805,0.1499805,12.08016
2.1256587,1499.805,0.1499805,11.694439
2.1452123,1499.805,0.1499805,11.269138
2.1641917,1499.805,0.1499805,11.016533
2.1825062,1499.805,0.1499805,10.646671
2.200265,1499.805,0.1499805,10.282534
2.2178342,1499.805,0.1499805,9.8359159
2.2343876,1499.805,0.1499805,9.4977489
2.2506104,1499.805,0.1499805,8.9874655
2.2662314,1499.805,0.1499805,8.6827252
2.2816496,1499.805,0.1499805,8.1441719
2.2964017,1499.805,0.1499805,7.7480747
2.3103486,1499.805,0.1499805,7.241065
2.3240554,1499.805,0.1499805,6.8931772
2.3370377,1499.805,0.1499805,6.4247107
2.3498979,1499.805,0.1499805,5.9628492
2.361778,1499.805,0.1499805,5.3980543
2.3734504,1499.805,0.1499805,4.8236745
2.3844364,1499.805,0.1499805,4.3670215
2.395126,1499.805,0.1499805,3.821894
2.4057345,1499.805,0.1499805,3.118527
2.4154373,1499.805,0.1499805,2.4982774
2.4250339,1499.805,0.1499805,1.8246802
2.4341374,1499.805,0.1499805,1.1285582
2.4431716,1499.805,0.1499805,0.41687634
0.73165556,2499.692,0.2499692,18.322938
0.76295509,2499.692,0.2499692,19.593114
0.79190094,2499.692,0.2499692,20.830289
0.81884157,2499.692,0.2499692,22.061905
0.84401778,2499.692,0.2499692,23.278586
0.86760555,2499.692,0.2499692,24.460789
0.88976754,2499.692,0.2499692,25.675087
0.91067425,2499.692,0.2499692,26.91185
0.9303969,2499.692,0.2499692,28.195636
0.94899352,2499.692,0.2499692,29.577327
0.96664416,2499.692,0.2499692,30.861785
0.98336085,2499.692,0.2499692,32.154085
0.99924372,2499.692,0.2499692,33.500778
1.0142857,2499.692,0.2499692,34.918738
1.0284828,2499.692,0.2499692,36.646435
1.0420083,2499.692,0.2499692,38.56186
1.0547361,2499.692,0.2499692,40.496962
1.0667268,2499.692,0.2499692,42.646509
1.0779459,2499.692,0.2499692,45.077809
1.0884699,2499.692,0.2499692,47.72078
1.0982538,2499.692,0.2499692,51.588838
1.1071235,2499.692,0.2499692,56.650115
1.1153822,2499.692,0.2499692,61.379391
1.1235171,2499.692,0.2499692,62.173413
1.1317542,2499.692,0.2499692,59.1363
1.1401692,2499.692,0.2499692,53.929952
1.1490549,2499.692,0.2499692,49.043153
1.1585807,2499.692,0.2499692,46.255324
1.168587,2499.692,0.2499692,45.239714
1.1787657,2499.692,0.2499692,44.441176
1.1889703,2499.692,0.2499692,43.941346
1.1992543,2499.692,0.2499692,43.524252
1.2093419,2499.692,0.2499692,43.782503
1.2193196,2499.692,0.2499692,44.230049
1.2292023,2499.692,0.2499692,44.767435
1.238946,2499.692,0.2499692,44.930782
1.248479,2499.692,0.2499692,45.426827
1.2576884,2499.692,0.2499692,45.817522
1.2667737,2499.692,0.2499692,46.901655
1.2758377,2499.692,0.2499692,47.22262
1.2851236,2499.692,0.2499692,45.573247
1.2947106,2499.692,0.2499692,42.263046
1.305088,2499.692,0.2499692,37.814548
1.3161775,2499.692,0.2499692,34.238427
1.328012,2499.692,0.2499692,31.912538
1.3404914,2499.692,0.2499692,30.41992
1.3534669,2499.692,0.2499692,29.240466
1.3667392,2499.692,0.2499692,28.674636
1.3801096,2499.692,0.2499692,27.734702
1.3937067,2499.692,0.2499692,26.852465
1.407396,2499.692,0.2499692,26.319354
1.4212946,2499.692,0.2499692,25.679448
1.4350098,2499.692,0.2499692,25.328033
1.4489141,2499.692,0.2499692,24.972401
1.4627914,2499.692,0.2499692,24.511194
1.4767395,2499.692,0.2499692,23.801632
1.4908059,2499.692,0.2499692,23.23327
1.504826,2499.692,0.2499692,22.450189
1.5189009,2499.692,0.2499692,22.252454
1.5328959,2499.692,0.2499692,22.00118
1.54692,2499.692,0.2499692,21.713084
1.5607101,2499.692,0.2499692,21.459918
1.5743072,2499.692,0.2499692,21.284923
1.5877423,2499.692,0.2499692,20.944129
1.601319,2499.692,0.2499692,20.562373
1.614601,2499.692,0.2499692,20.408474
1.6278242,2499.692,0.2499692,19.868237
1.6408857,2499.692,0.2499692,19.583501
1.653779,2499.692,0.2499692,19.565025
1.6666761,2499.692,0.2499692,19.30404
1.6791035,2499.692,0.2499692,19.096062
1.6916521,2499.692,0.2499692,18.877738
1.7039791,2499.692,0.2499692,18.29554
1.7160088,2499.692,0.2499692,18.185247
1.7281509,2499.692,0.2499692,17.955688
1.7399226,2499.692,0.2499692,17.582505
1.7516521,2499.692,0.2499692,17.569457
1.7628853,2499.692,0.2499692,17.641783
1.7738552,2499.692,0.2499692,17.404754
1.7850934,2499.692,0.2499692,17.105311
1.7959256,2499.692,0.2499692,16.608828
1.8063654,2499.692,0.2499692,16.484851
1.8167191,2499.692,0.2499692,16.218159
1.8270532,2499.692,0.2499692,16.23271
1.8371318,2499.692,0.2499692,16.308293
1.8467146,2499.692,0.2499692,16.017019
1.8561285,2499.692,0.2499692,15.615374
1.8655051,2499.692,0.2499692,15.624485
1.8747029,2499.692,0.2499692,15.300298
1.8836003,2499.692,0.2499692,15.096802
1.8920917,2499.692,0.2499692,15.246351
1.900546,2499.692,0.2499692,15.132051
1.908963,2499.692,0.2499692,14.612884
1.9168943,2499.692,0.2499692,14.78971
1.9246898,2499.692,0.2499692,14.292569
1.9321213,2499.692,0.2499692,14.295974
1.9397113,2499.692,0.2499692,14.366934
1.9470243,2499.692,0.2499692,14.104251
1.9541807,2499.692,0.2499692,13.024459
1.9613594,2499.692,0.2499692,12.873267
1.9679623,2499.692,0.2499692,12.822653
1.9748515,2499.692,0.2499692,12.828842
1.9813035,2499.692,0.2499692,12.951088
1.987324,2499.692,0.2499692,13.438427
1.9931005,2499.692,0.2499692,12.87063
1.9987557,2499.692,0.2499692,12.541632
2.0046512,2499.692,0.2499692,12.174144
2.0102912,2499.692,0.2499692,11.15057
2.0159601,2499.692,0.2499692,10.390602
2.0213095,2499.692,0.2499692,10.899642
2.0265115,2499.692,0.2499692,10.880171
2.031437,2499.692,0.2499692,11.590037
2.0360376,2499.692,0.2499692,11.763139
2.0405465,2499.692,0.2499692,10.913305
2.0446845,2499.692,0.2499692,10.157046
2.0488406,2499.692,0.2499692,10.615304
2.0527287,2499.692,0.2499692,10.37883
2.0570039,2499.692,0.2499692,9.6584224
2.0611029,2499.692,0.2499692,9.1106866
2.0651226,2499.692,0.2499692,7.8092281
2.0691697,2499.692,0.2499692,7.1024601
2.0731659,2499.692,0.2499692,7.2426304
2.0765922,2499.692,0.2499692,8.6269018
1.2664735,3499.857,0.3499857,47.886252
1.2963114,3499.857,0.3499857,43.396102
1.328564,3499.857,0.3499857,37.95028
1.3635919,3499.857,0.3499857,32.979432
1.4019733,3499.857,0.3499857,29.177148
1.4438491,3499.857,0.3499857,26.723515
1.488044,3499.857,0.3499857,24.829343
1.5339325,3499.857,0.3499857,23.19591
1.5810866,3499.857,0.3499857,21.730307
1.6293299,3499.857,0.3499857,20.421341
1.6784348,3499.857,0.3499857,19.18247
1.7282557,3499.857,0.3499857,18.028021
1.7785382,3499.857,0.3499857,16.948455
1.8290479,3499.857,0.3499857,15.92721
1.8797363,3499.857,0.3499857,14.942193
1.9304651,3499.857,0.3499857,13.986717
1.9809619,3499.857,0.3499857,13.057131
2.0310626,3499.857,0.3499857,12.151409
2.0807087,3499.857,0.3499857,11.259282
2.1301162,3499.857,0.3499857,10.319645
2.1787854,3499.857,0.3499857,9.4021928
2.2268197,3499.857,0.3499857,8.4541963
2.2739403,3499.857,0.3499857,7.5368559
2.320225,3499.857,0.3499857,6.6211035
2.3655171,3499.857,0.3499857,5.7040195
2.4093038,3499.857,0.3499857,4.7565825
2.4518157,3499.857,0.3499857,3.7971353
