T(K),B(Oe),B(T),Cp(mu J/K)
2.4518533,37998.184,3.7998184,8.1265909
2.4552525,37998.184,3.7998184,7.9128211
2.4584192,37998.184,3.7998184,7.5974117
2.4613922,37998.184,3.7998184,7.5001958
2.4643019,37998.184,3.7998184,7.5243256
2.4670254,37998.184,3.7998184,7.0856178
2.4696063,37998.184,3.7998184,6.6460657
2.4720852,37998.184,3.7998184,6.1751622
2.4745183,37998.184,3.7998184,5.5613996
2.4769244,37998.184,3.7998184,5.1497782
2.4790679,37998.184,3.7998184,5.1126112
2.4810851,37998.184,3.7998184,4.8428499
2.4830317,37998.184,3.7998184,4.5133025
2.4848646,37998.184,3.7998184,4.1354201
2.486539,37998.184,3.7998184,3.5861843
2.488065,37998.184,3.7998184,3.0227088
2.4896017,37998.184,3.7998184,2.7298966
2.4910689,37998.184,3.7998184,2.1968339
2.4924083,37998.184,3.7998184,1.6469055
2.4937469,37998.184,3.7998184,0.9622133
2.4950449,37998.184,3.7998184,0.28237251
0.81433556,39998.285,3.9998285,15.346024
0.86428152,39998.285,3.9998285,16.964924
0.90894639,39998.285,3.9998285,18.570005
0.94930173,39998.285,3.9998285,20.15891
0.98603652,39998.285,3.9998285,21.756144
1.0196394,39998.285,3.9998285,23.376208
1.0505659,39998.285,3.9998285,25.03603
1.0790927,39998.285,3.9998285,26.761139
1.1055225,39998.285,3.9998285,28.540229
1.1300383,39998.285,3.9998285,30.356134
1.1528157,39998.285,3.9998285,32.249948
1.1739678,39998.285,3.9998285,34.357055
1.1935668,39998.285,3.9998285,36.715313
1.2119753,39998.285,3.9998285,38.951387
1.2304917,39998.285,3.9998285,38.487919
1.2499854,39998.285,3.9998285,35.074038
1.2710337,39998.285,3.9998285,30.461776
1.294126,39998.285,3.9998285,26.321477
1.3195981,39998.285,3.9998285,23.422783
1.3475562,39998.285,3.9998285,21.766586
1.3769945,39998.285,3.9998285,20.654597
1.4073209,39998.285,3.9998285,19.809764
1.4382745,39998.285,3.9998285,19.096643
1.4696213,39998.285,3.9998285,18.478293
1.5012918,39998.285,3.9998285,17.930368
1.5330658,39998.285,3.9998285,17.447931
1.5648758,39998.285,3.9998285,17.010542
1.5966345,39998.285,3.9998285,16.633187
1.6282748,39998.285,3.9998285,16.258743
1.6596369,39998.285,3.9998285,15.953411
1.6906737,39998.285,3.9998285,15.649479
1.7213323,39998.285,3.9998285,15.391133
1.7515519,39998.285,3.9998285,15.148398
1.7812444,39998.285,3.9998285,14.948608
1.8104559,39998.285,3.9998285,14.675249
1.8390592,39998.285,3.9998285,14.485747
1.8669686,39998.285,3.9998285,14.324122
1.8942948,39998.285,3.9998285,14.153764
1.9209475,39998.285,3.9998285,13.985002
1.9469325,39998.285,3.9998285,13.857702
1.9721766,39998.285,3.9998285,13.629097
1.9967004,39998.285,3.9998285,13.487895
2.0204881,39998.285,3.9998285,13.42156
2.0436057,39998.285,3.9998285,13.271347
2.0659235,39998.285,3.9998285,13.161449
2.0875097,39998.285,3.9998285,13.07249
2.108277,39998.285,3.9998285,12.92525
2.1283199,39998.285,3.9998285,12.856062
2.1477601,39998.285,3.9998285,12.787727
2.1664028,39998.285,3.9998285,12.625278
2.1844231,39998.285,3.9998285,12.480415
2.2016498,39998.285,3.9998285,12.426991
2.2182893,39998.285,3.9998285,12.298394
2.2342997,39998.285,3.9998285,12.261088
2.2495831,39998.285,3.9998285,12.205497
2.2642328,39998.285,3.9998285,12.098714
2.2782391,39998.285,3.9998285,11.962369
2.2916311,39998.285,3.9998285,12.031392
2.3044673,39998.285,3.9998285,11.889916
2.3167616,39998.285,3.9998285,11.781546
2.3285332,39998.285,3.9998285,11.684845
2.3399453,39998.285,3.9998285,11.372315
2.350726,39998.285,3.9998285,11.230504
2.3610844,39998.285,3.9998285,11.328145
2.3709412,39998.285,3.9998285,11.23701
2.3804428,39998.285,3.9998285,11.099393
2.3894017,39998.285,3.9998285,11.157461
2.3978059,39998.285,3.9998285,10.890687
2.4060449,39998.285,3.9998285,10.641802
2.4139815,39998.285,3.9998285,10.531746
2.4212205,39998.285,3.9998285,10.730765
2.4282607,39998.285,3.9998285,10.418683
2.4349454,39998.285,3.9998285,10.511261
2.4414876,39998.285,3.9998285,10.174794
2.447443,39998.285,3.9998285,10.010958
2.4531839,39998.285,3.9998285,9.6139126
2.4587739,39998.285,3.9998285,9.9082941
2.4638622,39998.285,3.9998285,9.8171461
2.4688214,39998.285,3.9998285,9.9817068
2.4733667,39998.285,3.9998285,9.4735903
2.4778262,39998.285,3.9998285,9.3347345
2.4820025,39998.285,3.9998285,8.8809363
2.4860959,39998.285,3.9998285,8.6496173
2.4901114,39998.285,3.9998285,8.2120333
2.4938618,39998.285,3.9998285,8.0735875
2.497374,39998.285,3.9998285,7.8530591
2.5007391,39998.285,3.9998285,7.7528611
2.5037934,39998.285,3.9998285,7.9135162
2.5067269,39998.285,3.9998285,7.906408
2.5094939,39998.285,3.9998285,7.1955732
2.5121518,39998.285,3.9998285,6.798845
2.5146324,39998.285,3.9998285,6.4694424
2.51696,39998.285,3.9998285,6.1511373
2.5194901,39998.285,3.9998285,5.5460857
2.5217309,39998.285,3.9998285,5.3325383
2.5236949,39998.285,3.9998285,5.0380796
2.5256071,39998.285,3.9998285,4.7470745
2.5274954,39998.285,3.9998285,4.4109201
2.5292563,39998.285,3.9998285,4.331305
2.5308249,39998.285,3.9998285,3.3480394
2.5323102,39998.285,3.9998285,2.9483776
2.5337873,39998.285,3.9998285,2.5386745
2.5353079,39998.285,3.9998285,1.8286039
2.536556,39998.285,3.9998285,1.3664627
2.5379705,39998.285,3.9998285,0.63900649
0.90311751,41998.309,4.1998309,18.343416
0.9709635,41998.309,4.1998309,21.432343
1.0283796,41998.309,4.1998309,24.538195
1.0779052,41998.309,4.1998309,27.783702
1.1211148,41998.309,4.1998309,31.291805
1.1614684,41998.309,4.1998309,33.188311
1.2022484,41998.309,4.1998309,31.658852
1.2453712,41998.309,4.1998309,27.818035
1.292259,41998.309,4.1998309,23.712161
1.3440609,41998.309,4.1998309,20.528631
1.401671,41998.309,4.1998309,18.643701
1.4633825,41998.309,4.1998309,17.506275
1.5272134,41998.309,4.1998309,16.666778
1.5922221,41998.309,4.1998309,16.001502
1.6578335,41998.309,4.1998309,15.442117
1.7235742,41998.309,4.1998309,14.955823
1.7889734,41998.309,4.1998309,14.542166
1.8538263,41998.309,4.1998309,14.161936
1.9177384,41998.309,4.1998309,13.832856
1.9805693,41998.309,4.1998309,13.535525
2.0419962,41998.309,4.1998309,13.27135
2.1018993,41998.309,4.1998309,13.016409
2.1601593,41998.309,4.1998309,12.79802
2.2165848,41998.309,4.1998309,12.576586
2.2711933,41998.309,4.1998309,12.373953
2.3238014,41998.309,4.1998309,12.179361
2.3744605,41998.309,4.1998309,11.999376
2.4230787,41998.309,4.1998309,11.817535
2.46969,41998.309,4.1998309,11.649386
2.5142309,41998.309,4.1998309,11.486631
2.5567148,41998.309,4.1998309,11.326133
2.5972764,41998.309,4.1998309,11.156407
2.6358341,41998.309,4.1998309,10.995971
2.6724444,41998.309,4.1998309,10.835764
2.7072027,41998.309,4.1998309,10.664437
2.7400612,41998.309,4.1998309,10.524558
2.7711091,41998.309,4.1998309,10.403405
2.8004439,41998.309,4.1998309,10.226989
2.828117,41998.309,4.1998309,10.060121
2.8542648,41998.309,4.1998309,9.860205
2.8788606,41998.309,4.1998309,9.6321813
2.9020216,41998.309,4.1998309,9.4504907
2.9239013,41998.309,4.1998309,9.2602552
2.9443476,41998.309,4.1998309,9.0634057
2.9636224,41998.309,4.1998309,8.8471123
2.9816102,41998.309,4.1998309,8.6144058
2.9985036,41998.309,4.1998309,8.3395176
3.0143017,41998.309,4.1998309,8.1318844
3.0289774,41998.309,4.1998309,7.9032631
3.042832,41998.309,4.1998309,7.6146762
3.0556667,41998.309,4.1998309,7.311957
3.0677577,41998.309,4.1998309,6.9491577
3.0789767,41998.309,4.1998309,6.5521189
3.0895112,41998.309,4.1998309,6.1851054
3.099394,41998.309,4.1998309,5.823482
3.1085365,41998.309,4.1998309,5.3781044
3.1171208,41998.309,4.1998309,4.9408249
3.125096,41998.309,4.1998309,4.4022523
3.1325477,41998.309,4.1998309,3.8562196
3.1394709,41998.309,4.1998309,3.308337
3.1460276,41998.309,4.1998309,2.6552066
3.1520754,41998.309,4.1998309,2.0023004
3.1577792,41998.309,4.1998309,1.2740344
3.1630356,41998.309,4.1998309,0.50763858
0.83204448,43997.016,4.3997016,16.299702
0.88472766,43997.016,4.3997016,18.221373
0.93136704,43997.016,4.3997016,20.174542
0.9730131,43997.016,4.3997016,22.182047
1.0104274,43997.016,4.3997016,24.262244
1.0442196,43997.016,4.3997016,26.484926
1.0747889,43997.016,4.3997016,28.911116
1.1024569,43997.016,4.3997016,31.628759
1.1286091,43997.016,4.3997016,33.265586
1.1552342,43997.016,4.3997016,31.914366
1.1834157,43997.016,4.3997016,28.377533
1.2139458,43997.016,4.3997016,24.441114
1.2474479,43997.016,4.3997016,21.285523
1.2844682,43997.016,4.3997016,19.328434
1.3242771,43997.016,4.3997016,18.222113
1.3655075,43997.016,4.3997016,17.418753
1.4075507,43997.016,4.3997016,16.784301
1.4500602,43997.016,4.3997016,16.248728
1.4927686,43997.016,4.3997016,15.796307
1.5353688,43997.016,4.3997016,15.428046
1.5778099,43997.016,4.3997016,15.093684
1.6198502,43997.016,4.3997016,14.797816
1.6613415,43997.016,4.3997016,14.548057
1.7022371,43997.016,4.3997016,14.29445
1.7422885,43997.016,4.3997016,14.094177
1.7816693,43997.016,4.3997016,13.902941
1.8199872,43997.016,4.3997016,13.75414
1.8573239,43997.016,4.3997016,13.620018
1.8937875,43997.016,4.3997016,13.46554
1.9291211,43997.016,4.3997016,13.303407
1.9634247,43997.016,4.3997016,13.202937
1.9965939,43997.016,4.3997016,13.049992
2.0288317,43997.016,4.3997016,12.925352
2.0599372,43997.016,4.3997016,12.853394
2.0898864,43997.016,4.3997016,12.728899
2.118748,43997.016,4.3997016,12.625142
2.1465406,43997.016,4.3997016,12.574904
2.1732138,43997.016,4.3997016,12.512124
2.1988391,43997.016,4.3997016,12.392612
2.2234956,43997.016,4.3997016,12.300225
2.2470639,43997.016,4.3997016,12.205519
2.2697479,43997.016,4.3997016,12.071498
2.2914455,43997.016,4.3997016,12.009635
2.3121154,43997.016,4.3997016,12.016342
2.3319106,43997.016,4.3997016,11.92829
2.3508328,43997.016,4.3997016,11.823259
2.3688672,43997.016,4.3997016,11.780118
2.3860382,43997.016,4.3997016,11.629671
2.4023885,43997.016,4.3997016,11.569632
2.4180599,43997.016,4.3997016,11.577736
2.4328369,43997.016,4.3997016,11.550762
2.4467248,43997.016,4.3997016,11.589759
2.4601503,43997.016,4.3997016,11.474512
2.4728786,43997.016,4.3997016,11.259575
2.4851689,43997.016,4.3997016,10.992663
2.496682,43997.016,4.3997016,10.892662
2.5077408,43997.016,4.3997016,10.753331
2.5183799,43997.016,4.3997016,10.825058
2.5283705,43997.016,4.3997016,10.720301
2.5377621,43997.016,4.3997016,10.692929
2.5465652,43997.016,4.3997016,10.488875
2.5549835,43997.016,4.3997016,10.577432
2.5631822,43997.016,4.3997016,10.17379
2.5707294,43997.016,4.3997016,10.1654
2.5779788,43997.016,4.3997016,9.8527385
2.5848278,43997.016,4.3997016,9.7950162
2.5913271,43997.016,4.3997016,9.6988529
2.5975868,43997.016,4.3997016,9.778156
2.6032756,43997.016,4.3997016,9.294201
2.6087465,43997.016,4.3997016,9.458811
2.6137512,43997.016,4.3997016,9.3641307
2.6186157,43997.016,4.3997016,9.2580518
2.6233652,43997.016,4.3997016,8.7395911
2.6276586,43997.016,4.3997016,8.6165928
2.631868,43997.016,4.3997016,7.9068386
2.6358725,43997.016,4.3997016,7.8097728
2.6397407,43997.016,4.3997016,7.7041535
2.643272,43997.016,4.3997016,7.7941489
2.646452,43997.016,4.3997016,7.418213
2.6496207,43997.016,4.3997016,7.5046792
2.6524921,43997.016,4.3997016,6.8215276
2.6553372,43997.016,4.3997016,6.4085499
2.658007,43997.016,4.3997016,5.7988084
2.6605728,43997.016,4.3997016,5.5017294
2.6629933,43997.016,4.3997016,5.1951599
2.6654041,43997.016,4.3997016,4.7444903
2.667504,43997.016,4.3997016,4.4516292
2.6695335,43997.016,4.3997016,3.9929513
2.6714452,43997.016,4.3997016,3.4109814
2.6731273,43997.016,4.3997016,3.258914
2.6748991,43997.016,4.3997016,2.5803978
2.676344,43997.016,4.3997016,2.0551588
2.6779266,43997.016,4.3997016,1.3534216
2.6792743,43997.016,4.3997016,0.7770068
2.6805551,43997.016,4.3997016,0.10053941
0.75620803,45997.426,4.5997426,13.939878
0.79338301,45997.426,4.5997426,15.15946
0.82717955,45997.426,4.5997426,16.346815
0.85815213,45997.426,4.5997426,17.522233
0.88670559,45997.426,4.5997426,18.707496
0.91314711,45997.426,4.5997426,19.920781
0.93773296,45997.426,4.5997426,21.132945
0.96064492,45997.426,4.5997426,22.364478
0.98205445,45997.426,4.5997426,23.615049
1.0020881,45997.426,4.5997426,24.913738
1.0208743,45997.426,4.5997426,26.276297
1.0384842,45997.426,4.5997426,27.767848
1.0549421,45997.426,4.5997426,29.397327
1.0703241,45997.426,4.5997426,31.209729
1.0848154,45997.426,4.5997426,32.904459
1.0992318,45997.426,4.5997426,32.883039
1.1142872,45997.426,4.5997426,30.456463
1.13043,45997.426,4.5997426,26.850944
1.1479994,45997.426,4.5997426,23.420738
1.1672404,45997.426,4.5997426,20.885272
1.1882492,45997.426,4.5997426,19.365992
1.2104214,45997.426,4.5997426,18.433354
1.2332143,45997.426,4.5997426,17.76362
1.2563717,45997.426,4.5997426,17.24607
1.2797578,45997.426,4.5997426,16.803312
1.303236,45997.426,4.5997426,16.437445
1.3266423,45997.426,4.5997426,16.134149
1.3500176,45997.426,4.5997426,15.83159
1.3732397,45997.426,4.5997426,15.583647
1.3962357,45997.426,4.5997426,15.392733
1.4189858,45997.426,4.5997426,15.184375
1.4414286,45997.426,4.5997426,15.00349
1.4635812,45997.426,4.5997426,14.870389
1.4853641,45997.426,4.5997426,14.689842
1.5067636,45997.426,4.5997426,14.545333
1.5277836,45997.426,4.5997426,14.442248
1.5483569,45997.426,4.5997426,14.328017
1.5685223,45997.426,4.5997426,14.227022
1.5882466,45997.426,4.5997426,14.14376
1.607423,45997.426,4.5997426,14.077092
1.6261717,45997.426,4.5997426,14.003231
1.6444874,45997.426,4.5997426,13.917685
1.6623407,45997.426,4.5997426,13.829319
1.6797219,45997.426,4.5997426,13.729521
1.6965669,45997.426,4.5997426,13.680339
1.7130772,45997.426,4.5997426,13.611521
1.7290376,45997.426,4.5997426,13.602488
1.7445563,45997.426,4.5997426,13.538414
1.7596328,45997.426,4.5997426,13.447665
1.774204,45997.426,4.5997426,13.389681
1.7883942,45997.426,4.5997426,13.399491
1.8020722,45997.426,4.5997426,13.330059
1.8153437,45997.426,4.5997426,13.368282
1.8281667,45997.426,4.5997426,13.334329
1.8405523,45997.426,4.5997426,13.253281
1.85254,45997.426,4.5997426,13.240959
1.8641546,45997.426,4.5997426,13.190901
1.8753143,45997.426,4.5997426,13.185207
1.8861896,45997.426,4.5997426,13.145459
1.8966443,45997.426,4.5997426,13.11384
1.9066908,45997.426,4.5997426,13.109787
1.9164666,45997.426,4.5997426,13.065137
1.9258166,45997.426,4.5997426,13.052219
1.9349452,45997.426,4.5997426,13.026058
1.9436432,45997.426,4.5997426,12.988868
1.952024,45997.426,4.5997426,13.00534
1.9601724,45997.426,4.5997426,13.014386
1.9679367,45997.426,4.5997426,12.988089
1.9755222,45997.426,4.5997426,12.943503
1.9827391,45997.426,4.5997426,12.849121
1.9897697,45997.426,4.5997426,12.761487
1.996571,45997.426,4.5997426,12.742559
2.002983,45997.426,4.5997426,12.867977
2.0093221,45997.426,4.5997426,12.784047
2.0153159,45997.426,4.5997426,12.734555
2.0210681,45997.426,4.5997426,12.854584
2.0266377,45997.426,4.5997426,12.705448
2.0318911,45997.426,4.5997426,12.764479
2.0370612,45997.426,4.5997426,13.008404
2.0419177,45997.426,4.5997426,12.82039
2.0466563,45997.426,4.5997426,12.67713
2.0512589,45997.426,4.5997426,12.654043
2.0555828,45997.426,4.5997426,12.491345
2.0598106,45997.426,4.5997426,12.667304
2.0638955,45997.426,4.5997426,12.667023
2.0677372,45997.426,4.5997426,12.82551
2.0714223,45997.426,4.5997426,12.811702
2.0749389,45997.426,4.5997426,12.776634
2.0783506,45997.426,4.5997426,12.734474
2.0816928,45997.426,4.5997426,12.587658
2.0848392,45997.426,4.5997426,12.350615
2.0878881,45997.426,4.5997426,12.48296
2.0908132,45997.426,4.5997426,12.497165
2.0936781,45997.426,4.5997426,12.436998
2.0965001,45997.426,4.5997426,12.07318
2.099063,45997.426,4.5997426,12.088767
2.1014671,45997.426,4.5997426,12.529252
2.1038597,45997.426,4.5997426,12.827022
2.1061873,45997.426,4.5997426,12.834766
2.1083091,45997.426,4.5997426,13.050862
2.1102664,45997.426,4.5997426,12.481731
2.1123072,45997.426,4.5997426,12.026328
2.1142407,45997.426,4.5997426,12.713885
2.1161435,45997.426,4.5997426,12.378244
2.1179085,45997.426,4.5997426,11.873234
2.1195853,45997.426,4.5997426,12.462549
2.121312,45997.426,4.5997426,12.129259
2.1228674,45997.426,4.5997426,11.729422
2.1243969,45997.426,4.5997426,12.649405
2.1257016,45997.426,4.5997426,13.202778
2.1271266,45997.426,4.5997426,12.062211
2.128532,45997.426,4.5997426,12.43447
2.1297795,45997.426,4.5997426,11.506688
2.1309391,45997.426,4.5997426,11.555
2.1321909,45997.426,4.5997426,11.365136
2.1334647,45997.426,4.5997426,12.078849
2.1345459,45997.426,4.5997426,11.181346
2.1355553,45997.426,4.5997426,11.68731
2.1365171,45997.426,4.5997426,11.661113
2.1376337,45997.426,4.5997426,11.2841
2.1384654,45997.426,4.5997426,12.352139
2.1393198,45997.426,4.5997426,12.055685
2.1401595,45997.426,4.5997426,10.926642
0.8049458,47997.527,4.7997527,16.149081
0.84875641,47997.527,4.7997527,17.885708
0.88790037,47997.527,4.7997527,19.679311
0.92306777,47997.527,4.7997527,21.55447
0.95479558,47997.527,4.7997527,23.563278
0.98344012,47997.527,4.7997527,25.755277
1.0095895,47997.527,4.7997527,27.960739
1.0351479,47997.527,4.7997527,28.397245
1.0615791,47997.527,4.7997527,26.357837
1.0897585,47997.527,4.7997527,23.098071
1.1203608,47997.527,4.7997527,19.990238
1.1539101,47997.527,4.7997527,17.753064
1.1905697,47997.527,4.7997527,16.52537
1.2290376,47997.527,4.7997527,15.787989
1.2683061,47997.527,4.7997527,15.254934
1.3078703,47997.527,4.7997527,14.859267
1.3474416,47997.527,4.7997527,14.537337
1.3867847,47997.527,4.7997527,14.278077
1.4257357,47997.527,4.7997527,14.062638
1.4641374,47997.527,4.7997527,13.873644
1.5018571,47997.527,4.7997527,13.712454
1.5388215,47997.527,4.7997527,13.595639
1.5749799,47997.527,4.7997527,13.47964
1.6102895,47997.527,4.7997527,13.372203
1.6446474,47997.527,4.7997527,13.285491
1.6780412,47997.527,4.7997527,13.204541
1.7104476,47997.527,4.7997527,13.14332
1.7419447,47997.527,4.7997527,13.085007
1.7724365,47997.527,4.7997527,13.018368
1.8018886,47997.527,4.7997527,12.957298
1.8304106,47997.527,4.7997527,12.896293
1.8579192,47997.527,4.7997527,12.860584
1.8844908,47997.527,4.7997527,12.842055
1.9101109,47997.527,4.7997527,12.787656
1.9347569,47997.527,4.7997527,12.742382
1.9585067,47997.527,4.7997527,12.713219
1.9813817,47997.527,4.7997527,12.640133
2.0034189,47997.527,4.7997527,12.597394
2.0246449,47997.527,4.7997527,12.542861
2.0449299,47997.527,4.7997527,12.518752
2.0646046,47997.527,4.7997527,12.413293
2.0833597,47997.527,4.7997527,12.437194
2.1013327,47997.527,4.7997527,12.417783
2.1186394,47997.527,4.7997527,12.36362
2.1351435,47997.527,4.7997527,12.327516
2.1509636,47997.527,4.7997527,12.406661
2.1661136,47997.527,4.7997527,12.20678
2.1808021,47997.527,4.7997527,12.110276
2.1947279,47997.527,4.7997527,12.12694
2.2079826,47997.527,4.7997527,12.0948
2.2208891,47997.527,4.7997527,11.949498
2.2330879,47997.527,4.7997527,12.140533
2.2446515,47997.527,4.7997527,12.10363
2.2557094,47997.527,4.7997527,11.946253
2.2664327,47997.527,4.7997527,11.865896
2.2767211,47997.527,4.7997527,11.799443
2.2863166,47997.527,4.7997527,11.601478
2.2956945,47997.527,4.7997527,11.673132
2.3045123,47997.527,4.7997527,11.815112
2.313003,47997.527,4.7997527,11.732181
2.3210176,47997.527,4.7997527,11.662258
2.3286164,47997.527,4.7997527,11.537645
2.3360153,47997.527,4.7997527,11.331408
2.3430928,47997.527,4.7997527,11.132835
2.3498758,47997.527,4.7997527,11.203354
2.3561785,47997.527,4.7997527,11.188319
2.3623504,47997.527,4.7997527,11.049968
2.3681817,47997.527,4.7997527,11.143189
2.3735988,47997.527,4.7997527,11.153513
2.3787358,47997.527,4.7997527,11.073329
2.3836234,47997.527,4.7997527,11.141129
2.3884225,47997.527,4.7997527,11.058909
2.3928817,47997.527,4.7997527,10.651157
2.3973322,47997.527,4.7997527,10.076486
2.4014981,47997.527,4.7997527,10.00456
2.4054903,47997.527,4.7997527,9.9555122
2.4093518,47997.527,4.7997527,10.12159
2.4128185,47997.527,4.7997527,10.457652
2.4162371,47997.527,4.7997527,10.345989
2.4193622,47997.527,4.7997527,9.7589693
2.422435,47997.527,4.7997527,9.5987775
2.4252816,47997.527,4.7997527,9.5601023
2.42804,47997.527,4.7997527,9.2334167
2.4308324,47997.527,4.7997527,9.1830247
2.4333093,47997.527,4.7997527,9.0102346
2.435625,47997.527,4.7997527,8.8902521
2.4378352,47997.527,4.7997527,8.8293228
2.4400909,47997.527,4.7997527,8.5932919
2.4421291,47997.527,4.7997527,8.4059281
2.4440217,47997.527,4.7997527,7.9293498
2.4458519,47997.527,4.7997527,7.7455216
2.4476338,47997.527,4.7997527,7.6604107
2.4494247,47997.527,4.7997527,7.3099675
2.4508821,47997.527,4.7997527,7.2898007
2.4523885,47997.527,4.7997527,6.9840944
2.4538042,47997.527,4.7997527,6.6609388
2.4551722,47997.527,4.7997527,6.4472212
2.4565349,47997.527,4.7997527,5.856643
2.457726,47997.527,4.7997527,5.0652021
2.4590414,47997.527,4.7997527,4.7669122
2.4601436,47997.527,4.7997527,4.6476046
2.4612373,47997.527,4.7997527,4.3733429
2.4623117,47997.527,4.7997527,4.013086
2.4632812,47997.527,4.7997527,3.3438593
2.4643388,47997.527,4.7997527,2.4488853
2.465285,47997.527,4.7997527,1.816005
2.4663087,47997.527,4.7997527,1.2742278
2.4672293,47997.527,4.7997527,0.78856049
2.4680074,47997.527,4.7997527,0.33174036
0.73305192,50000.867,5.0000867,13.519144
0.76907003,50000.867,5.0000867,14.747911
0.80173043,50000.867,5.0000867,16.015203
0.8314909,50000.867,5.0000867,17.332802
0.85868008,50000.867,5.0000867,18.694925
0.88362185,50000.867,5.0000867,20.103173
0.90657253,50000.867,5.0000867,21.584825
0.92769361,50000.867,5.0000867,23.175077
0.94711153,50000.867,5.0000867,24.940153
0.96530486,50000.867,5.0000867,26.439671
0.98341789,50000.867,5.0000867,26.293958
1.0023682,50000.867,5.0000867,24.139332
1.0226994,50000.867,5.0000867,21.12942
1.0448382,50000.867,5.0000867,18.388272
1.0691047,50000.867,5.0000867,16.49032
1.0954035,50000.867,5.0000867,15.419577
1.1229154,50000.867,5.0000867,14.784598
1.1509515,50000.867,5.0000867,14.343702
1.1792061,50000.867,5.0000867,14.006299
1.2074376,50000.867,5.0000867,13.739414
1.2355119,50000.867,5.0000867,13.532145
1.2633041,50000.867,5.0000867,13.369033
1.2907445,50000.867,5.0000867,13.22488
1.3177438,50000.867,5.0000867,13.115127
1.3442375,50000.867,5.0000867,13.016622
1.3702026,50000.867,5.0000867,12.932417
1.3956339,50000.867,5.0000867,12.850345
1.4204781,50000.867,5.0000867,12.789512
1.4446886,50000.867,5.0000867,12.73417
1.4682529,50000.867,5.0000867,12.712152
1.4912348,50000.867,5.0000867,12.669919
1.5135778,50000.867,5.0000867,12.639592
1.5352543,50000.867,5.0000867,12.601104
1.5563215,50000.867,5.0000867,12.557163
1.5767293,50000.867,5.0000867,12.543637
1.5965734,50000.867,5.0000867,12.544183
1.6157842,50000.867,5.0000867,12.504698
1.6343841,50000.867,5.0000867,12.479407
1.6523886,50000.867,5.0000867,12.465716
1.6697618,50000.867,5.0000867,12.46136
1.6866085,50000.867,5.0000867,12.477916
1.7028496,50000.867,5.0000867,12.497139
1.7185444,50000.867,5.0000867,12.463762
1.7337122,50000.867,5.0000867,12.431233
1.7483523,50000.867,5.0000867,12.405545
1.7625098,50000.867,5.0000867,12.403993
1.7761826,50000.867,5.0000867,12.376869
1.7894018,50000.867,5.0000867,12.37454
1.8021675,50000.867,5.0000867,12.314282
1.8144822,50000.867,5.0000867,12.267211
1.8262614,50000.867,5.0000867,12.352516
1.8376513,50000.867,5.0000867,12.398565
1.8486469,50000.867,5.0000867,12.381143
1.859195,50000.867,5.0000867,12.411271
1.8692904,50000.867,5.0000867,12.389607
1.8790483,50000.867,5.0000867,12.278356
1.8885357,50000.867,5.0000867,12.312596
1.8976003,50000.867,5.0000867,12.357241
1.906233,50000.867,5.0000867,12.392958
1.9146033,50000.867,5.0000867,12.41006
1.9227124,50000.867,5.0000867,12.3854
1.930402,50000.867,5.0000867,12.38588
1.9378607,50000.867,5.0000867,12.265829
1.9450245,50000.867,5.0000867,12.253319
1.9519625,50000.867,5.0000867,12.321002
1.9585923,50000.867,5.0000867,12.367185
1.9649406,50000.867,5.0000867,12.280581
1.9710471,50000.867,5.0000867,12.433615
1.9769071,50000.867,5.0000867,12.328362
1.982512,50000.867,5.0000867,12.415519
1.9879358,50000.867,5.0000867,12.356295
1.9931146,50000.867,5.0000867,12.400275
1.9980626,50000.867,5.0000867,12.37002
2.0029425,50000.867,5.0000867,12.283257
2.0075138,50000.867,5.0000867,12.238713
2.0119733,50000.867,5.0000867,12.316239
2.0161354,50000.867,5.0000867,12.458498
2.0202125,50000.867,5.0000867,12.529388
2.0241113,50000.867,5.0000867,12.664589
2.0278283,50000.867,5.0000867,12.337225
2.0314412,50000.867,5.0000867,12.240035
2.0347971,50000.867,5.0000867,12.413117
2.0381862,50000.867,5.0000867,12.42888
2.0413488,50000.867,5.0000867,12.481289
2.0443837,50000.867,5.0000867,12.661006
2.0472923,50000.867,5.0000867,12.365197
2.0500898,50000.867,5.0000867,12.122469
2.0528308,50000.867,5.0000867,12.531746
2.0554095,50000.867,5.0000867,12.249995
2.0578877,50000.867,5.0000867,12.38131
2.0601723,50000.867,5.0000867,13.179945
2.0624249,50000.867,5.0000867,12.905365
2.064549,50000.867,5.0000867,12.819361
2.0666664,50000.867,5.0000867,12.634795
2.068612,50000.867,5.0000867,12.321963
2.0704108,50000.867,5.0000867,12.755569
2.0723092,50000.867,5.0000867,13.394461
2.0740344,50000.867,5.0000867,13.033195
2.0757101,50000.867,5.0000867,13.029163
2.0772712,50000.867,5.0000867,12.550273
2.0788055,50000.867,5.0000867,12.181944
2.0803723,50000.867,5.0000867,12.753864
2.0818365,50000.867,5.0000867,12.596303
2.0832503,50000.867,5.0000867,12.130247
2.0846075,50000.867,5.0000867,12.076285
2.085823,50000.867,5.0000867,12.948275
2.0870632,50000.867,5.0000867,12.892055
2.0882213,50000.867,5.0000867,13.430733
2.089285,50000.867,5.0000867,13.745842
2.0902973,50000.867,5.0000867,13.19027
2.0912223,50000.867,5.0000867,13.300466
2.0921909,50000.867,5.0000867,14.576404
2.0930654,50000.867,5.0000867,13.861247
2.0939547,50000.867,5.0000867,13.296042
