   0.333   0.333   0.500        27    100000      2151    10.52    71.38     0.11     0.60     0.60     0.00
   0.333   0.333   0.502        18    100000      2139    10.54    71.50     0.11     0.60     0.60     0.00
   0.333   0.333   0.505        22    100000      2134    10.54    71.64     0.11     0.60     0.60     0.00
   0.333   0.333   0.507        18    100000      2129    10.57    71.77     0.11     0.60     0.60     0.00
   0.333   0.333   0.510        23    100000      2128    10.57    71.90     0.11     0.60     0.60     0.00
   0.333   0.333   0.512        21    100000      2132    10.59    72.03     0.11     0.60     0.60     0.00
   0.333   0.333   0.515        23    100000      2139    10.61    72.15     0.11     0.60     0.60     0.00
   0.333   0.333   0.517        22    100000      2140    10.61    72.27     0.11     0.60     0.60     0.00
   0.333   0.333   0.520        25    100000      2135    10.63    72.41     0.11     0.60     0.60     0.00
   0.333   0.333   0.522        16    100000      2128    10.65    72.54     0.11     0.60     0.60     0.00
   0.333   0.333   0.525        27    100000      2138    10.65    72.66     0.11     0.60     0.60     0.00
   0.333   0.333   0.527        26    100000      2133    10.67    72.79     0.11     0.60     0.60     0.00
   0.333   0.333   0.530        24    100000      2143    10.69    72.92     0.11     0.60     0.60     0.00
   0.333   0.333   0.533        24    100000      2132    10.69    73.04     0.11     0.60     0.60     0.00
   0.333   0.333   0.535        26    100000      2147    10.71    73.17     0.11     0.60     0.60     0.00
   0.333   0.333   0.538        32    100000      2135    10.73    73.30     0.11     0.60     0.60     0.00
   0.333   0.333   0.540        27    100000      2127    10.73    73.42     0.11     0.60     0.60     0.00
   0.333   0.333   0.543        22    100000      2141    10.75    73.55     0.11     0.60     0.60     0.00
   0.333   0.333   0.545        30    100000      2128    10.77    73.67     0.11     0.60     0.60     0.00
   0.333   0.333   0.548        21    100000      2140    10.77    73.79     0.11     0.60     0.60     0.00
   0.333   0.333   0.550        28    100000      2130    10.80    73.91     0.11     0.60     0.60     0.00
   0.333   0.333   0.553        17    100000      2131    10.80    74.04     0.11     0.59     0.60     0.00
   0.333   0.333   0.555        25    100000      2130    10.81    74.17     0.11     0.59     0.60     0.00
   0.333   0.333   0.558        27    100000      2148    10.84    74.29     0.09     0.59     0.60     0.00
   0.333   0.333   0.560        18    100000      2132    10.84    74.41     0.09     0.59     0.60     0.00
   0.333   0.333   0.562        26    100000      2131    10.87    74.54     0.09     0.59     0.60     0.00
   0.333   0.333   0.565        20    100000      2132    10.87    74.66     0.09     0.59     0.60     0.00
   0.333   0.333   0.567        19    100000      2133    10.89    74.78     0.09     0.59     0.60     0.00
   0.333   0.333   0.570        25    100000      2132    10.91    74.90     0.09     0.59     0.60     0.00
   0.333   0.333   0.572         9    100000      2125    10.91    75.02     0.09     0.59     0.60     0.00
   0.333   0.333   0.575        22    100000      2146    10.94    75.14     0.09     0.59     0.60     0.00
   0.333   0.333   0.577        10    100000      2157    10.94    75.27     0.09     0.59     0.60     0.00
   0.333   0.333   0.580        23    100000      2134    10.95    75.39     0.09     0.59     0.60     0.00
   0.333   0.333   0.582        31    100000      2143    10.98    75.51     0.09     0.59     0.60     0.00
   0.333   0.333   0.585        23    100000      2137    10.98    75.63     0.09     0.59     0.60     0.00
   0.333   0.333   0.587        26    100000      2129    11.01    75.75     0.09     0.59     0.60     0.00
   0.333   0.333   0.590        21    100000      2143    11.01    75.87     0.09     0.59     0.60     0.00
   0.333   0.333   0.592        28    100000      2143    11.04    75.99     0.09     0.59     0.60     0.00
   0.333   0.333   0.595        25    100000      2155    11.04    76.11     0.09     0.59     0.60     0.00
   0.333   0.333   0.597        19    100000      2143    11.07    76.23     0.09     0.59     0.60     0.00
   0.333   0.333   0.600        18    100000      2133    11.07    76.35     0.09     0.59     0.60     0.00
   0.333   0.333   0.603        29    100000      2128    11.10    76.46     0.09     0.59     0.60     0.00
   0.333   0.333   0.605        22    100000      2135    11.10    76.58     0.09     0.59     0.60     0.00
   0.333   0.333   0.608        18    100000      2152    11.13    76.70     0.09     0.59     0.60     0.00
   0.333   0.333   0.610        22    100000      2149    11.13    76.82     0.09     0.59     0.60     0.00
   0.333   0.333   0.613        23    100000      2130    11.16    76.93     0.09     0.59     0.60     0.00
   0.333   0.333   0.615        34    100000      2135    11.16    77.05     0.09     0.59     0.60     0.00
   0.333   0.333   0.618        25    100000      2136    11.19    77.17     0.09     0.59     0.60     0.00
   0.333   0.333   0.620        34    100000      2126    11.19    77.28     0.09     0.59     0.60     0.00
   0.333   0.333   0.623        23    100000      2138    11.22    77.40     0.09     0.59     0.60     0.00
   0.333   0.333   0.625        28    100000      2129    11.22    77.52     0.09     0.59     0.60     0.00
   0.333   0.333   0.627        36    100000      2128    11.25    77.63     0.09     0.59     0.60     0.00
   0.333   0.333   0.630        26    100000      2140    11.25    77.75     0.09     0.59     0.60     0.00
