   0.333   0.333   0.000        53    100000      2232     9.22   136.20     0.07     1.20     1.20     1.40
   0.333   0.333   0.003        45    100000      2257     9.22   136.02     0.07     1.20     1.20     1.40
   0.333   0.333   0.005        40    100000      2242     9.22   135.84     0.07     1.20     1.20     1.40
   0.333   0.333   0.008        37    100000      2255     9.22   135.66     0.07     1.20     1.20     1.40
   0.333   0.333   0.011        44    100000      2251     9.22   135.49     0.07     1.20     1.20     1.40
   0.333   0.333   0.014        36    100000      2236     9.22   135.31     0.07     1.20     1.20     1.40
   0.333   0.333   0.016        45    100000      2249     9.22   135.13     0.07     1.19     1.20     1.40
   0.333   0.333   0.019        46    100000      2253     9.22   134.96     0.07     1.20     1.20     1.40
   0.333   0.333   0.022        43    100000      2252     9.22   134.78     0.07     1.20     1.20     1.40
   0.333   0.333   0.024        53    100000      2255     9.22   134.61     0.07     1.21     1.20     1.40
   0.333   0.333   0.027        46    100000      2243     9.22   134.43     0.07     1.20     1.20     1.40
   0.333   0.333   0.030        58    100000      2248     9.22   134.25     0.07     1.20     1.20     1.40
   0.333   0.333   0.032        41    100000      2218     9.22   134.08     0.07     1.20     1.20     1.40
   0.333   0.333   0.035        43    100000      2239     9.22   133.90     0.07     1.20     1.20     1.40
   0.333   0.333   0.038        36    100000      2253     9.22   133.73     0.07     1.20     1.20     1.40
   0.333   0.333   0.041        44    100000      2241     9.22   133.55     0.07     1.20     1.20     1.40
   0.333   0.333   0.043        45    100000      2245     9.22   133.38     0.07     1.20     1.20     1.40
   0.333   0.333   0.046        52    100000      2251     9.24   133.20     0.07     1.20     1.20     1.40
   0.333   0.333   0.049        42    100000      2244     9.23   133.03     0.07     1.20     1.20     1.40
   0.333   0.333   0.051        32    100000      2239     9.23   132.85     0.07     1.20     1.20     1.40
   0.333   0.333   0.054        41    100000      2250     9.23   132.68     0.07     1.20     1.20     1.40
   0.333   0.333   0.057        42    100000      2238     9.23   132.50     0.07     1.20     1.20     1.40
   0.333   0.333   0.059        41    100000      2256     9.23   132.33     0.07     1.20     1.20     1.40
   0.333   0.333   0.062        56    100000      2242     9.25   132.15     0.07     1.20     1.20     1.40
   0.333   0.333   0.065        46    100000      2234     9.25   131.98     0.07     1.20     1.20     1.40
   0.333   0.333   0.068        44    100000      2232     9.25   131.80     0.07     1.20     1.20     1.40
   0.333   0.333   0.070        47    100000      2239     9.25   131.63     0.07     1.20     1.20     1.40
   0.333   0.333   0.073        43    100000      2263     9.25   131.45     0.07     1.20     1.20     1.40
   0.333   0.333   0.076        53    100000      2233     9.25   131.28     0.07     1.20     1.20     1.40
   0.333   0.333   0.078        38    100000      2225     9.25   131.11     0.07     1.20     1.20     1.40
   0.333   0.333   0.081        45    100000      2241     9.25   130.93     0.07     1.20     1.20     1.40
   0.333   0.333   0.084        50    100000      2240     9.25   130.76     0.07     1.20     1.20     1.40
   0.333   0.333   0.086        38    100000      2246     9.27   130.59     0.07     1.20     1.20     1.40
   0.333   0.333   0.089        45    100000      2239     9.27   130.41     0.07     1.20     1.20     1.40
   0.333   0.333   0.092        55    100000      2242     9.27   130.24     0.07     1.20     1.20     1.40
   0.333   0.333   0.095        48    100000      2245     9.27   130.07     0.07     1.20     1.20     1.40
   0.333   0.333   0.097        42    100000      2256     9.27   129.89     0.07     1.20     1.20     1.40
   0.333   0.333   0.100        55    100000      2246     9.27   129.72     0.07     1.20     1.20     1.40
   0.333   0.333   0.103        46    100000      2243     9.29   129.55     0.07     1.20     1.20     1.40
   0.333   0.333   0.105        52    100000      2247     9.29   129.38     0.07     1.20     1.20     1.40
   0.333   0.333   0.108        51    100000      2238     9.29   129.20     0.07     1.20     1.20     1.40
   0.333   0.333   0.111        42    100000      2229     9.29   129.03     0.07     1.20     1.20     1.40
   0.333   0.333   0.114        38    100000      2241     9.29   128.86     0.07     1.20     1.20     1.40
   0.333   0.333   0.116        52    100000      2240     9.29   128.69     0.07     1.20     1.20     1.40
   0.333   0.333   0.119        45    100000      2248     9.31   128.52     0.07     1.20     1.20     1.40
   0.333   0.333   0.122        49    100000      2247     9.31   128.35     0.07     1.20     1.20     1.40
   0.333   0.333   0.124        40    100000      2246     9.31   128.17     0.07     1.20     1.20     1.40
   0.333   0.333   0.127        60    100000      2251     9.31   128.00     0.07     1.21     1.20     1.40
   0.333   0.333   0.130        49    100000      2251     9.31   127.83     0.07     1.21     1.20     1.40
   0.333   0.333   0.132        45    100000      2264     9.33   127.66     0.07     1.20     1.20     1.40
