   0.333   0.333   0.500        22    100000      2137    10.52    71.37     0.11     1.07     1.20     2.60
   0.333   0.333   0.502        25    100000      2133    10.54    71.51     0.11     1.07     1.20     2.60
   0.333   0.333   0.505        21    100000      2133    10.54    71.63     0.11     1.06     1.20     2.60
   0.333   0.333   0.507        17    100000      2118    10.57    71.76     0.11     1.06     1.20     2.60
   0.333   0.333   0.510        27    100000      2136    10.57    71.89     0.11     1.12     1.20     2.60
   0.333   0.333   0.512        20    100000      2114    10.59    72.03     0.11     1.12     1.20     2.60
   0.333   0.333   0.515        25    100000      2124    10.61    72.15     0.11     1.26     1.20     2.60
   0.333   0.333   0.517        25    100000      2128    10.61    72.28     0.11     1.26     1.20     2.60
   0.333   0.333   0.520        28    100000      2126    10.63    72.41     0.11     1.38     1.20     2.60
   0.333   0.333   0.522        31    100000      2136    10.65    72.54     0.11     1.38     1.20     2.60
   0.333   0.333   0.525        28    100000      2141    10.65    72.66     0.11     1.39     1.20     2.60
   0.333   0.333   0.527        13    100000      2143    10.67    72.79     0.11     1.39     1.20     2.60
   0.333   0.333   0.530        20    100000      2125    10.69    72.91     0.11     1.36     1.20     2.60
   0.333   0.333   0.533        22    100000      2127    10.69    73.05     0.11     1.36     1.20     2.60
   0.333   0.333   0.535        22    100000      2122    10.71    73.17     0.11     1.28     1.20     2.60
   0.333   0.333   0.538        37    100000      2131    10.73    73.29     0.11     1.28     1.20     2.60
   0.333   0.333   0.540        29    100000      2132    10.73    73.41     0.11     1.22     1.20     2.60
   0.333   0.333   0.543        15    100000      2118    10.75    73.54     0.11     1.22     1.20     2.60
   0.333   0.333   0.545        22    100000      2126    10.77    73.67     0.11     1.23     1.20     2.60
   0.333   0.333   0.548        19    100000      2128    10.77    73.79     0.11     1.23     1.20     2.60
   0.333   0.333   0.550        19    100000      2139    10.80    73.92     0.11     1.20     1.20     2.60
   0.333   0.333   0.553        29    100000      2137    10.80    74.04     0.11     1.20     1.20     2.60
   0.333   0.333   0.555        20    100000      2137    10.82    74.17     0.11     1.18     1.20     2.60
   0.333   0.333   0.558        29    100000      2127    10.84    74.29     0.09     1.20     1.20     2.60
   0.333   0.333   0.560        24    100000      2138    10.84    74.41     0.09     1.20     1.20     2.60
   0.333   0.333   0.562        21    100000      2135    10.87    74.53     0.09     1.17     1.20     2.60
   0.333   0.333   0.565        22    100000      2125    10.87    74.66     0.09     1.17     1.20     2.60
   0.333   0.333   0.567        31    100000      2128    10.89    74.78     0.09     1.04     1.20     2.60
   0.333   0.333   0.570        30    100000      2122    10.91    74.90     0.09     1.04     1.20     2.60
   0.333   0.333   0.572        20    100000      2136    10.91    75.02     0.09     1.18     1.20     2.60
   0.333   0.333   0.575        20    100000      2128    10.94    75.15     0.09     1.18     1.20     2.60
   0.333   0.333   0.577        16    100000      2126    10.94    75.27     0.09     1.06     1.20     2.60
   0.333   0.333   0.580        23    100000      2130    10.96    75.39     0.09     1.06     1.20     2.60
   0.333   0.333   0.582        26    100000      2127    10.98    75.51     0.09     1.07     1.20     2.60
   0.333   0.333   0.585        26    100000      2132    10.98    75.63     0.09     1.07     1.20     2.60
   0.333   0.333   0.587        23    100000      2137    11.01    75.75     0.09     1.22     1.20     2.60
   0.333   0.333   0.590        28    100000      2127    11.01    75.87     0.09     1.22     1.20     2.60
   0.333   0.333   0.593        34    100000      2137    11.04    75.99     0.09     1.32     1.20     2.60
